,Parent,ProvidesBoundaries,ConnectedTo,Wrapping at Ends,Tag,HasOpenings,Phase Created,Base Constraint,Top Extension Distance,Top is Attached,ContainedInStructure,ObjectPlacement,Representation,Reference,Wrapping at Inserts,ObjectType,Size,HasAssociations,IsDefinedBy,Manufacturer,Top Offset,GlobalId,OwnerHistory,Name,Description,InstallationDate,ODAUniqueID,WarrantyGuarantorLabor,Related to Mass,ModelLabel,IsExternal,WarrantyDescription,LoadBearing,ExtendToStructure,ProductionYear,Base Offset,Base is Attached,Unconnected Height,Room Bounding,Base Extension Distance,Top Constraint,Finish,Location Line,Area,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,Structural Usage,Length,Volume,Function,Width,Coarse Scale Fill Color,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,AssetAccountingType,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,Classification Code,Classification Description,ConnectedFrom,FireRating,Coarse Scale Fill Pattern,Fire Rating,Center Mark Visible,Position,Corner Mullion,Angle,Decomposes,Width on side 2,Width on side 1,Thickness,Offset,Profile,Radius,Height,Construction Type,OverallWidth,OverallHeight,Trim Projection Ext,FillsVoids,Level,Trim Width,Door Material,Type Mark,Sill Height,Head Height,Mark,OmniClass Number,Trim Projection Int,Wall Closure,Frame Material,OmniClass Title,GlazingAreaFraction,OperationType,IsFireExit,Glazing Material,Pipe Radius,PredefinedType,Railing Height,Use Landing Height Adjustment,Rail Connections,Baluster Offset,Angled Joins,Landing Height Adjustment,Tangent Joins,Base Level,TreadLength,NumberOfRiser,RiserHeight,NumberOfTreads,TreadLengthAtInnerSide,TreadLengthAtOffset,WalkingLineOffset,WaistThickness,Window Inset,Frame Exterior Material,Frame Interior Material,Sash,Glass Pane Material,Default Sill Height,ConfigurationType,TotalThickness,Height Offset From Level,Perimeter,Cabinet Material,Elevation,Depth,Mounting Height,ADA Compliant,Type Comments,Model,Copyright,Technical Data,Material and Finish,Industry Standards,Version,Complies To Buy American Act,Warranty Information,Material Note,Schedule Level,Host,Assembly Code,Assembly Description,URL,Complies to NAFTA,Percentage of Recycled Content,Diameter,Overall Length,Instructions,Default Elevation,Triton Color Palette,Revisions Date,MasterFormat Title,Ivory,Revit Family Created by,Special Color,Radius Seat,Radius Frame,White,Series,MasterFormat Number,Architectural Design Manual,LEED,Depth of which projects,Void Width,Void Depth,Void Height,Moves With Nearby Elements,Cab Width,Cab Location,Pit Depth,Door Opening,Cab Height,Cab Depth,InteriorOrExteriorSpace,OccupancyZoneName,LongName,ElevationWithFlooring,BoundedBy,Upper Limit,CompositionType,Number,OmniClass Table 13 Category,Category Description,GSA BIM Area,Phase,Limit Offset,Unbounded Height,RoomTag,CirculationZoneName,FireAlarmZoneName,LightingZoneName,HistoricPreservationZoneName,VentilationZoneName,Category Code,Backsplash Visibility,Counter Thickness,Sink Opening Width,Sink Opening Depth,Sink Location,Sink Location To Wall,Handle Material,Plinth Depth,Plinth Height,Top Of Cabinet,Length - Leg 1,Length - Leg 2
350,First Floor,"206088,206090,206091,206190,206192,206205,207596","188440,188765,188923",2,172351,"204945,204985",New Construction,First Floor,0.000000,F,209258,28113,132994,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186885,"205429,205430,205431,205432,205433,205434,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bofD,1,Basic Wall:Interior - Partition (92mm Stud):172351,,InstallationDate,350,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,30.779958,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,7.326000,3.780576,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,188760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,First Floor,"206321,206323,206523,206524,206531,206533","188310,188720,189253,189255",2,154875,"205001,205002",New Construction,First Floor,0.000000,F,209258,28116,132867,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186758,"192425,192426,192427,192428,192429,192430,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwC91,1,Basic Wall:Interior - Partition (92mm Stud):154875,,InstallationDate,351,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,21.231748,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,5.715000,2.632737,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,188233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,First Floor,"206248,206678,206695,206697","188394,188977,189068,189288,189289,189687,190033",2,161970,205020,New Construction,First Floor,0.000000,F,209258,32163,132916,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186807,"192707,192708,192709,192710,192711,192712,209244,209245,209246,209247",Manufacturer,-0.102000,0bk1ZfURb7DB4FOIglu8bl,1,Basic Wall:Interior - Partition (92mm Stud):161970,,InstallationDate,352,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,18.126582,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,4.494000,2.247696,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,188223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,First Floor,"206509,206522,206525","188881,189766",0,361861,,New Construction,First Floor,0.000000,F,209258,125154,133905,Basic Wall:Interior - Furring (38 mm Stud),0,Basic Wall:Interior - Furring (38 mm Stud):128404,Size,187687,"200930,200931,200932,200933,200934,200935,209240,209241,209242,209243",Manufacturer,-0.102000,1uDBQ9y7vCyxXlpVEuen_h,1,Basic Wall:Interior - Furring (38 mm Stud):361861,,InstallationDate,358,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,3,36.266500,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,8.205150,1.958193,0,0.054000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188310,188314,189006,189082,189252,189266,189764,189765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,First Floor,"207166,207167,207247,207317,207318,207320",,2,404985,205312,New Construction,First Floor,0.000000,F,209258,32492,134202,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,187989,"203454,203455,203456,203457,203458,203459,209244,209245,209246,209247",Manufacturer,-0.102000,0ztdC3L1HAzhbhMHypqcSl,1,Basic Wall:Interior - Partition (92mm Stud):404985,,InstallationDate,360,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,17.005114,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,4.438500,2.108634,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188336,188495,189109,189187,189688,190117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,First Floor,"206617,206667,206688","188562,188870,188951,188952,188953,189551,189552,189553",1,257918,205331,New Construction,First Floor,0.000000,F,209258,32516,133613,Basic Wall:Exterior - Insul Panel on Mtl. Stud,0,Basic Wall:Exterior - Insul Panel on Mtl. Stud:130954,Size,187254,"196750,196751,196752,196753,196754,196755,209211,209212,209213,209214",Manufacturer,0.457000,0$T_kKFfj6eQu9LjJc1Knz,1,Basic Wall:Exterior - Insul Panel on Mtl. Stud:257918,,InstallationDate,361,WarrantyGuarantorLabor,F,ModelLabel,T,WarrantyDescription,F,F,ProductionYear,0.000000,F,5.027000,T,0.000000,Up to level: Second Floor,Finish,2,23.073227,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,4.934996,6.160552,1,0.267000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 30 24 21,Metal Framed Structural Walls,188229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,First Floor,"206461,206462,206463,206464,206526,206527","188376,188989,189266,189765",2,157155,,New Construction,First Floor,0.000000,F,209258,123492,132882,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186773,"192515,192516,192517,192518,192519,192520,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwFjP,1,Basic Wall:Interior - Partition (92mm Stud):157155,,InstallationDate,370,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,31.960964,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,7.122290,3.944183,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"189264,189519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,First Floor,"206701,206720,206721,206722,206728,206735,206736","188304,188401,188735",2,162757,,New Construction,First Floor,0.000000,F,209258,123523,132921,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186812,"192737,192738,192739,192740,192741,192742,209244,209245,209246,209247",Manufacturer,-0.102000,0bk1ZfURb7DB4FOIglu8eO,1,Basic Wall:Interior - Partition (92mm Stud):162757,,InstallationDate,371,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,26.370136,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,6.026000,3.269897,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188224,189291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,First Floor,"206808,206809,206810,207001,207009,207021,207022","188297,188751,188752,189319",2,168819,,New Construction,First Floor,0.000000,F,209258,123561,132967,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186858,"193001,193002,193003,193004,193005,193006,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bnW1,1,Basic Wall:Interior - Partition (92mm Stud):168819,,InstallationDate,372,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,26.450560,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,5.974000,3.279869,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,188238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,First Floor,"206182,206210","188437,188438,188439,188441,188650,188762,189086,189090",0,171798,,New Construction,First Floor,0.000000,F,209258,123583,132992,Basic Wall:Interior - Furring (152 mm Stud),0,Basic Wall:Interior - Furring (152 mm Stud):138413,Size,186883,"193139,193140,193141,193142,193143,193144,209191,209192,209193,209194",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bnHa,1,Basic Wall:Interior - Furring (152 mm Stud):171798,,InstallationDate,373,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,0,20.928112,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,4.844500,3.515923,0,0.168000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188175,189326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,First Floor,"207445,207446,207447,207448,207478,207486,207505","188470,188781,188782,189358",2,179554,,New Construction,First Floor,0.000000,F,209258,123626,133045,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186936,"193439,193440,193441,193442,193443,193444,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bpOG,1,Basic Wall:Interior - Partition (92mm Stud):179554,,InstallationDate,374,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,33.599360,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,7.520000,4.166321,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,188461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,First Floor,"206175,206194,206198,207591,207593,207595","188442,188766",2,172683,"204986,204987",New Construction,First Floor,0.000000,F,209258,28114,132995,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186886,"193151,193152,193153,193154,193155,193156,209244,209245,209246,209247",Manufacturer,-0.102000,3Egy$LBd99weR14rW4bodv,1,Basic Wall:Interior - Partition (92mm Stud):172683,,InstallationDate,376,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,23.300432,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,6.284500,2.889254,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"188158,188923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,First Floor,"206288,206310,206312,206317,206512,206514","188355,188718,188719,188980",2,153789,204999,New Construction,First Floor,0.000000,F,209258,32132,132863,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186754,"192407,192408,192409,192410,192411,192412,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwCO7,1,Basic Wall:Interior - Partition (92mm Stud):153789,,InstallationDate,377,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,14.623670,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,3.794000,1.813335,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,188589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,First Floor,"206291,206313,206503,206504","188127,189272,189273,189724,190075",2,158475,205259,New Construction,First Floor,0.000000,F,209258,32457,132889,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186780,"192551,192552,192553,192554,192555,192556,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwFMn,1,Basic Wall:Interior - Partition (92mm Stud):158475,,InstallationDate,381,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,5.196190,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,1.635000,0.644328,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"189268,189270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,First Floor,,"188081,188991,189216,189217,189218,189219,189224,189513,189558,189999",1,143132,,New Construction,First Floor,0.000000,F,209258,123447,132816,Basic Wall:Exterior - Insul Panel on Mtl. Stud,0,Basic Wall:Exterior - Insul Panel on Mtl. Stud:130954,Size,186707,"192143,192144,192145,192146,192147,192148,209211,209212,209213,209214",Manufacturer,-0.620500,3LbNSBzHHBSuzhUUvuwB6c,1,Basic Wall:Exterior - Insul Panel on Mtl. Stud:143132,,InstallationDate,414,WarrantyGuarantorLabor,F,ModelLabel,T,WarrantyDescription,F,F,ProductionYear,0.000000,F,3.949500,T,0.000000,Up to level: Second Floor,Finish,2,3.557751,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,0.965000,0.949920,1,0.267000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 30 24 21,Metal Framed Structural Walls,189214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,First Floor,"206413,206414,206570,206595,206596","188721,189256,189257,189797,190062",2,155123,,New Construction,First Floor,0.000000,F,209258,123481,132869,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186760,"192437,192438,192439,192440,192441,192442,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwCD9,1,Basic Wall:Interior - Partition (92mm Stud):155123,,InstallationDate,416,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,15.106308,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,3.470000,1.873182,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,189254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,First Floor,"206325,206539,206540,206546","188372,189259,189260,189793,190060",2,156253,,New Construction,First Floor,0.000000,F,209258,123486,132875,Basic Wall:Interior - Partition (92mm Stud),0,Basic Wall:Interior - Partition (92mm Stud):128360,Size,186766,"192473,192474,192475,192476,192477,192478,209244,209245,209246,209247",Manufacturer,-0.102000,3LbNSBzHHBSuzhUUvuwFpd,1,Basic Wall:Interior - Partition (92mm Stud):156253,,InstallationDate,417,WarrantyGuarantorLabor,F,ModelLabel,F,WarrantyDescription,F,F,ProductionYear,0.000000,F,4.468000,T,0.000000,Up to level: Second Floor,Finish,2,17.501156,SerialNumber,WarrantyStartDate,BarCode,AssetIdentifier,Features,TagNumber,0,3.855000,2.170143,0,0.124000,0,WarrantyDurationParts,AccessibilityPerformance,CodePerformance,Color,Constituents,Grade,Material,ModelReference,NominalHeight,NominalLength,Shape,SustainabilityPerformance,WarrantyDurationLabor,FIXED,WarrantyGuarantorParts,ExpectedLife,ReplacementCost,NominalWidth,23-25 40 11 11 11,Metal-Framed Gypsum Board Fixed Partitions,"189253,189255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
